Name,Price,LeaseType,PropertyType,Size,Furnished,Bedrooms,Bathrooms,Medianpsf,Views,Latitude,Longitude,Address
"Sky Vista Residensi, Cheras","For Sale: RM 620,000",Freehold,Condominium,"1,400 SQ. FT",Fully Furnished,3 + 1 Bedrooms,2 + 1 Bathrooms,(RM 442.86 psf),"<span class=""view-count"">15</span>",3.115137355,101.7338141799,"Jalan Senohong, Taman Pertama, 55300 Kuala Lumpur, Wilayah Persekutuan"
"Glen View Villa, Cheras","For Sale: RM 315,000",Freehold,Condominium,"1,138 SQ. FT",Unfurnished,3  Bedrooms,2  Bathrooms,(RM 276.8 psf),"<span class=""view-count"">13</span>",3.1121752111000003,101.7538288236,"Jalan 49, Kampung Cheras Baru, Cheras 56100 Kuala Lumpur, Wilayah Persekutuan"
"Casa Suria, Batu 9 Cheras","For Sale: RM 299,999",Freehold,Condominium,"1,127 SQ. FT",Semi Furnished,4  Bedrooms,3  Bathrooms,(RM 266.19 psf),"<span class=""view-count"">14</span>",3.0788304334,101.7779821157,"Jalan Kemacahaya 11, Taman Kemacahaya, 43200 Cheras, Selangor ‎"
"Suasana Lumayan, Bandar Sri Permaisuri","For Sale: RM 479,999",Freehold,Condominium,"1,142 SQ. FT",Semi Furnished,4  Bedrooms,2  Bathrooms,(RM 420.31 psf),"<span class=""view-count"">24</span>",3.0968929879,101.7174822092,"Jalan Tasik Permaisuri 2, Bandar Sri Permaisuri, 56000 Kuala Lumpur, Wilayah Persekutuan"
"Desa Green Serviced Apartment, Taman Desa","For Sale: RM 549,000",Freehold,Serviced Residence,715 SQ. FT,Fully Furnished,2  Bedrooms,2  Bathrooms,(RM 767.83 psf),"<span class=""view-count"">29</span>",3.1055920443000002,101.69503211979999,"Jalan Desa Bakti, Taman Desa, 58100 Kuala Lumpur, Wilayah Persekutuan."
"The Petalz, Old Klang Road","For Sale: RM 665,000",Freehold,Condominium,935 SQ. FT,Unfurnished,3  Bedrooms,2  Bathrooms,(RM 711.23 psf),"<span class=""view-count"">36</span>",3.083865696,101.66012048719999,"Old Klang Road, 46000 Petaling Jaya, Selangor"
"You Residences @ You City, Batu 9 Cheras","For Sale: RM 675,000",Freehold,Condominium,"1,361 SQ. FT",Semi Furnished,3 + 1 Bedrooms,2  Bathrooms,(RM 495.96 psf),"<span class=""view-count"">11</span>",3.0764842072000005,101.7619746923,"Jalan Kinabalu, Batu 9 Cheras, 43200 Cheras South, Kuala Lumpur, Wilayah Persekutuan"
"OUG Parklane, Old Klang Road","For Sale: RM 359,999",Freehold,Serviced Residence,950 SQ. FT,Semi Furnished,3  Bedrooms,2  Bathrooms,(RM 378.95 psf),"<span class=""view-count"">30</span>",3.0669385488,101.6592890024,"Taman OUG Parklane, Jalan Puchong, Off Old Klang Road, 58200 Kuala Lumpur, Wilayah Persekutuan"
"Maxim Residences, Cheras","For Sale: RM 416,000",Freehold,Condominium,825 SQ. FT,Unfurnished,2  Bedrooms,2  Bathrooms,(RM 504.24 psf),"<span class=""view-count"">16</span>",3.0762377996,101.74271106719999,"Taman Desa Aman, 56100 Kuala Lumpur, Wilayah Persekutuan"
"Platinum Lake PV12, Setapak","For Sale: RM 460,000",Freehold,Condominium,"1,207 SQ. FT",Semi Furnished,3  Bedrooms,2  Bathrooms,(RM 381.11 psf),"<span class=""view-count"">15</span>",3.2055295837,101.7166560888,"No. 6 Jalan Langkawi, 53300 Kuala Lumpur, Wilayah Persekutuan"
"Desa Green Serviced Apartment, Taman Desa","For Sale: RM 499,000",Freehold,Condominium,719 SQ. FT,Semi Furnished,2  Bedrooms,2  Bathrooms,(RM 694.02 psf),"<span class=""view-count"">14</span>",3.1055920443000002,101.69503211979999,"Jalan Desa Bakti, Taman Desa, 58100 Kuala Lumpur, Wilayah Persekutuan."
"Kiara Residence 2, Bukit Jalil","For Sale: RM 591,000",Freehold,Condominium,"1,073 SQ. FT",Semi Furnished,3  Bedrooms,2  Bathrooms,(RM 550.79 psf),"<span class=""view-count"">23</span>",3.0643673131,101.67026996610001,"Jalan 3/155A, Bukit OUG, Bukit Jalil, 58200 Kuala Lumpur, Wilayah Persekutuan"
"The Link 2 @ Bukit Jalil, Bukit Jalil","For Sale: RM 559,000",Freehold,Condominium,667 SQ. FT,Fully Furnished,1 + 1 Bedrooms,1  Bathrooms,(RM 838.08 psf),"<span class=""view-count"">30</span>",3.0528395305,101.67953968049999,"Jalan Jalil Perkasa 1, 57000 Kuala Lumpur, Wilayah Persekutuan"
"Kiara Residence 2, Bukit Jalil","For Sale: RM 719,999",Freehold,Condominium,"1,410 SQ. FT",Semi Furnished,4  Bedrooms,3  Bathrooms,(RM 510.64 psf),"<span class=""view-count"">36</span>",3.0643673131,101.67026996610001,"Jalan 3/155A, Bukit OUG, Bukit Jalil, 58200 Kuala Lumpur, Wilayah Persekutuan"
"The Z Residence, Bukit Jalil","For Sale: RM 649,999",Freehold,Condominium,"1,232 SQ. FT",Semi Furnished,3  Bedrooms,2  Bathrooms,(RM 527.6 psf),"<span class=""view-count"">29</span>",3.0644530210000003,101.6653186083,"Jalan 5/155, Taman Industry Bukit OUG, 58200 Bukit Jalil, Kuala Lumpur"
"Vista Komanwel, Bukit Jalil","For Sale: RM 850,000",Freehold,Duplex,"2,500 SQ. FT",Semi Furnished,6  Bedrooms,4  Bathrooms,(RM 340.0 psf),"<span class=""view-count"">34</span>",3.0600709999999998,101.684786,"Jalan Jalil Perkasa 19, Bukit Jalil, 57000 Kuala Lumpur, Wilayah Persekutuan"
"Vista Kiara, Mont Kiara","For Sale: RM 645,000",Freehold,Condominium,"1,408 SQ. FT",Unfurnished,4  Bedrooms,2  Bathrooms,(RM 458.1 psf),"<span class=""view-count"">25</span>",3.16683,101.65,"Jalan Kiara 3, Taman Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Connaught Avenue, Cheras","For Sale: RM 399,999",Freehold,Condominium,950 SQ. FT,Semi Furnished,3  Bedrooms,2  Bathrooms,(RM 421.05 psf),"<span class=""view-count"">12</span>",3.0793339607999997,101.74178302290001,"Jalan Cheras, Taman Connaught, 56000 Kuala Lumpur, Wilayah Persekutuan"
"Jalan Radin Bagus, Sri Petaling","For Sale: RM 1,100,000",Leasehold,Terrace,"3,000 SQ. FT",Unfurnished,5  Bedrooms,4  Bathrooms,(RM 366.67 psf),"<span class=""view-count"">28</span>",3.07103,101.6929484,
"Sunway Cheras, Batu 9 Cheras","For Sale: RM 759,999",Freehold,Terrace,"1,300 SQ. FT",Semi Furnished,4  Bedrooms,3  Bathrooms,(RM 584.61 psf),"<span class=""view-count"">24</span>",3.08123,101.767108,"Sunway Cheras, Batu 9, 43200 Cheras, Selangor"
"Crown Regency, KLCC","For Sale: RM 1,240,000",Freehold,Condominium,"1,500 SQ. FT",Fully Furnished,3  Bedrooms,3  Bathrooms,(RM 826.67 psf),"<span class=""view-count"">32</span>",3.1551169999999997,101.708212,"No.12 Jalan P. Ramlee, 50250 Kuala Lumpur, Wilayah Persekutuan"
"Langat Jaya, Batu 9 Cheras","For Sale: RM 454,000",Freehold,Condominium,"2,000 SQ. FT",Semi Furnished,4  Bedrooms,4  Bathrooms,(RM 227.0 psf),"<span class=""view-count"">16</span>",3.0693008661000003,101.77982613440001,"Kampung Melaka, Jalan Datuk Alias, 43200 Cheras, Selangor"
"Taman Bukit Hatamas, Cheras","For Sale: RM 658,000",Freehold,Terrace,"1,300 SQ. FT",Unfurnished,4  Bedrooms,3  Bathrooms,(RM 506.15 psf),"<span class=""view-count"">18</span>",3.0952645852,101.7644476891,"Taman Bukit Hatamas, Batu 9 Cheras, 43200 Kuala Lumpur, Wilayah Persekutuan"
"Green Avenue, Bukit Jalil","For Sale: RM 415,000",Freehold,Condominium,"1,080 SQ. FT",Semi Furnished,3 + 1 Bedrooms,3  Bathrooms,(RM 384.26 psf),"<span class=""view-count"">33</span>",3.0604890208999995,101.67452394959999,"Jalan 1/155B, Bandar Bukit Jalil, 57000 Kuala Lumpur, Wilayah Persekutuan"
"Venice Hill, Batu 9 Cheras","For Sale: RM 295,000",Freehold,Condominium,"1,515 SQ. FT",Semi Furnished,4  Bedrooms,3  Bathrooms,(RM 194.72 psf),"<span class=""view-count"">50</span>",3.08047,101.77342800000001,"Persiaran Puteri 1, Taman Puteri, 43200 Cheras, Selangor ‎"
"Cheras Ria, Cheras","For Sale: RM 148,999",Freehold,Apartment,600 SQ. FT,Unfurnished,2  Bedrooms,2  Bathrooms,(RM 248.33 psf),"<span class=""view-count"">38</span>",3.1029673365,101.7513880134,"Jalan 6/95b, Taman Cheras Cheras, 56100 Kuala Lumpur, Wilayah Persekutuan"
"Seri Cendekia Apartment, Cheras","For Sale: RM 280,000",Freehold,Condominium,980 SQ. FT,Semi Furnished,3  Bedrooms,2  Bathrooms,(RM 285.71 psf),"<span class=""view-count"">72</span>",3.0836102135,101.73169851290001,"Jalan 4/124, Taman Connaught, 56000 Cheras, Kuala Lumpur, Wilayah Persekutuan"
"1 Petaling, Sungai Besi","For Sale: RM 430,000",Freehold,Condominium,"1,143 SQ. FT",Semi Furnished,3  Bedrooms,2  Bathrooms,(RM 376.2 psf),"<span class=""view-count"">72</span>",3.0667992737,101.70557320120001,"Jalan 1C/149, Taman Castlefield, 57100 Kuala Lumpur, Wilayah Persekutuan"
"Seri Maya, Setiawangsa","For Sale: RM 690,000",Freehold,Condominium,"1,315 SQ. FT",Fully Furnished,3  Bedrooms,2  Bathrooms,(RM 524.71 psf),"<span class=""view-count"">65</span>",3.17516,101.734,"Jalan Jelatek, Off Jalan Ampang 54200, Kuala Lumpur"
"Ketumbar Heights, Cheras","For Sale: RM 320,000",Freehold,Condominium,786 SQ. FT,Semi Furnished,3  Bedrooms,2  Bathrooms,(RM 407.12 psf),"<span class=""view-count"">108</span>",3.1017513983,101.7503741384,"Jalan 6/95B, Off Jalan Ketumbar, Taman Cheras, Cheras, 56100 Kuala Lumpur, Wilayah Persekutuan"
"Sunway Cheras, Batu 9 Cheras","For Sale: RM 1,030,000",Freehold,Terrace,"1,650 SQ. FT",Fully Furnished,5  Bedrooms,4  Bathrooms,(RM 624.24 psf),"<span class=""view-count"">55</span>",3.08123,101.767108,"Sunway Cheras, Batu 9, 43200 Cheras, Selangor"
"Taman Segar Perdana, Cheras","For Sale: RM 728,000",Freehold,Terrace,"1,400 SQ. FT",Semi Furnished,4  Bedrooms,3  Bathrooms,(RM 520.0 psf),"<span class=""view-count"">62</span>",3.0915792433999996,101.7602849007,"Taman Segar Perdana, Batu 9 Cheras, 43200 Cheras, Selangor"
"Cheras Ria, Cheras","For Sale: RM 168,000",Freehold,Apartment,600 SQ. FT,Semi Furnished,3  Bedrooms,1  Bathrooms,(RM 280.0 psf),"<span class=""view-count"">43</span>",3.1029673365,101.7513880134,"Jalan 6/95b, Taman Cheras Cheras, 56100 Kuala Lumpur, Wilayah Persekutuan"
"Cheras Ria, Cheras","For Sale: RM 168,000",Freehold,Apartment,600 SQ. FT,Semi Furnished,3  Bedrooms,1  Bathrooms,(RM 280.0 psf),"<span class=""view-count"">69</span>",3.1029673365,101.7513880134,"Jalan 6/95b, Taman Cheras Cheras, 56100 Kuala Lumpur, Wilayah Persekutuan"
"Taman Orkid, Batu 9 Cheras","For Sale: RM 189,000",Freehold,Apartment,728 SQ. FT,Unfurnished,3  Bedrooms,1  Bathrooms,(RM 259.62 psf),"<span class=""view-count"">95</span>",3.0784555410000003,101.76680847959999,
"9INE, Batu 9 Cheras","For Sale: RM 578,000",Freehold,Condominium,"1,211 SQ. FT",Semi Furnished,3  Bedrooms,2  Bathrooms,(RM 477.29 psf),"<span class=""view-count"">81</span>",3.0785197463,101.7771828175,"Taman Kemacahaya, 43200 Batu 9 Cheras, Selangor"
"Taman Bukit Permai, Cheras","For Sale: RM 852,000",Freehold,Semi Detached,"2,800 SQ. FT",Unfurnished,4  Bedrooms,3  Bathrooms,(RM 304.29 psf),"<span class=""view-count"">22</span>",3.1082060325,101.75620794299999,"Taman Bukit Permai, Cheras, 56100 Kuala Lumpur, Wilayah Persekutuan"
"Regalia @ Jalan Sultan Ismail, Kuala Lumpur","For Sale: RM 708,000",Freehold,Condominium,890 SQ. FT,Fully Furnished,2  Bedrooms,2  Bathrooms,(RM 795.51 psf),"<span class=""view-count"">59</span>",3.16432,101.692489,"Jalan Sultan Ismail, 50350 Kuala Lumpur, Wilayah Persekutuan"
"Villa Angsana, Jalan Ipoh","For Sale: RM 730,000",Freehold,Condominium,"2,412 SQ. FT",Semi Furnished,3 + 1 Bedrooms,4  Bathrooms,(RM 302.65 psf),"<span class=""view-count"">59</span>",3.1928999996,101.68357908729999,"No. 56 Jalan Krian, Off Jalan Ipoh, 51100 Kuala Lumpur, Wilayah Persekutuan"
"Riverville Residences, Old Klang Road","For Sale: RM 590,000",Freehold,Serviced Residence,"1,210 SQ. FT",Semi Furnished,3 + 1 Bedrooms,2  Bathrooms,(RM 487.6 psf),"<span class=""view-count"">19</span>",3.0752146717,101.6551852226,"Jalan Taman Sri Sentosa, 58000 Kuala Lumpur, Wilayah Persekutuan"
"Changkat Kiara Surya, Dutamas","For Sale: RM 2,880,000",Freehold,Semi Detached,"4,800 SQ. FT",Semi Furnished,6 + 1 Bedrooms,6  Bathrooms,(RM 600.0 psf),"<span class=""view-count"">29</span>",3.1829737999999996,101.6614612,
"Setia Sky Residences, KLCC","For Sale: RM 1,150,000",Freehold,Condominium,"1,334 SQ. FT",Fully Furnished,3  Bedrooms,3  Bathrooms,(RM 862.07 psf),"<span class=""view-count"">67</span>",3.1684,101.71,"Jalan Tun Razak, Kuala Lumpur, Wilayah Persekutuan"
"Kenwingston Avenue, Sungai Besi","For Sale: RM 450,000",Freehold,Condominium,650 SQ. FT,Unfurnished,2  Bedrooms,2  Bathrooms,(RM 692.31 psf),"<span class=""view-count"">63</span>",3.082699692,101.70042471110001,
"Central Residence, Sungai Besi","For Sale: RM 480,000",Freehold,Condominium,782 SQ. FT,Fully Furnished,2  Bedrooms,2  Bathrooms,(RM 613.81 psf),"<span class=""view-count"">64</span>",3.0828693587,101.6991385818,"Sungai Besi, 57100 Kuala Lumpur, Wilayah Persekutuan"
"M Arisa, Sentul","For Sale: RM 446,000",Freehold,Condominium,878 SQ. FT,Semi Furnished,3  Bedrooms,2  Bathrooms,(RM 507.97 psf),"<span class=""view-count"">57</span>",3.207105,101.6898874,"Jalan Sentul Pasar, Sentul, 51000 Kuala Lumpur"
"M Arisa, Sentul","For Sale: RM 350,000",Freehold,Condominium,708 SQ. FT,Semi Furnished,2  Bedrooms,2  Bathrooms,(RM 494.35 psf),"<span class=""view-count"">54</span>",3.207105,101.6898874,"Jalan Sentul Pasar, Sentul, 51000 Kuala Lumpur"
"Taman Bukit Indah, Old Klang Road","For Sale: RM 1,350,000",Freehold,Terrace,"1,760 SQ. FT",Semi Furnished,4  Bedrooms,3  Bathrooms,(RM 767.05 psf),"<span class=""view-count"">65</span>",3.079280394,101.6790676117,"Taman Bukit Indah, Taman OUG, 58200 Kuala Lumpur, Wilayah Persekutuan"
"Fortune Avenue, Kepong","For Sale: RM 430,000",Freehold,Condominium,"1,137 SQ. FT",Semi Furnished,3  Bedrooms,2  Bathrooms,(RM 378.19 psf),"<span class=""view-count"">58</span>",3.2170235481000002,101.64396822450001,"Jalan Metro Perdana 1, Taman Usahawan Kepong, 52100 Kuala Lumpur, Wilayah Persekutuan"
"Sky Vista Residensi, Cheras","For Sale: RM 730,000",Freehold,Condominium,"1,600 SQ. FT",Semi Furnished,3 + 1 Bedrooms,2 + 1 Bathrooms,(RM 456.25 psf),"<span class=""view-count"">53</span>",3.115137355,101.7338141799,"Jalan Senohong, Taman Pertama, 55300 Kuala Lumpur, Wilayah Persekutuan"
"Park View, KLCC","For Sale: RM 550,000",Freehold,Condominium,610 SQ. FT,Fully Furnished,1  Bedrooms,1  Bathrooms,(RM 901.64 psf),"<span class=""view-count"">69</span>",3.155846,101.70839000000001,"Jalan Law Yew Swee, Off Jalan Changkat Perak, 50250 Kuala Lumpur, Wilayah Persekutuan"
"Seasons Garden Residences, Wangsa Maju","For Sale: RM 480,000",Freehold,Apartment,770 SQ. FT,Fully Furnished,3  Bedrooms,2  Bathrooms,(RM 623.38 psf),"<span class=""view-count"">58</span>",3.1879938088,101.73404216770001,"Jalan 26/26, Taman Setapak Jaya, 53300 Kuala Lumpur, Wilayah Persekutuan"
"Iris Apartment, Taman Desa","For Sale: RM 228,000",Freehold,Apartment,647 SQ. FT,Semi Furnished,2  Bedrooms,2  Bathrooms,(RM 352.4 psf),"<span class=""view-count"">53</span>",3.0960680737,101.6879886389,"Jalan 2/109C, Taman Abadi Indah, 58100 Kuala Lumpur, Wilayah Persekutuan"
"Abadi Indah Apartment, Taman Desa","For Sale: RM 320,000",Freehold,Condominium,900 SQ. FT,Unfurnished,3  Bedrooms,2  Bathrooms,(RM 355.56 psf),"<span class=""view-count"">48</span>",3.0961793691,101.6866028732,"Taman Abadi Indah, 58100 Kuala Lumpur"
"Laman Bayu, Bukit Jalil","For Sale: RM 1,210,000",Freehold,Terrace,"2,973 SQ. FT",Semi Furnished,5  Bedrooms,5  Bathrooms,(RM 407.0 psf),"<span class=""view-count"">84</span>",3.0564178703,101.6681027412,"Off Jalan 14/155c, Bukit Jalil, 57000 Kuala Lumpur, Wilayah Persekutuan"
"Pertama Complex, Dang Wangi","For Sale: RM 549,000",Freehold,Shop,390 SQ. FT,Unfurnished,N / A,N / A,(RM 1407.69 psf),"<span class=""view-count"">25</span>",3.1577634457999997,101.69524669649999,
"Seri Duta I, Kenny Hills","For Sale: RM 1,150,000",Freehold,Condominium,"1,808 SQ. FT",Fully Furnished,2 + 1 Bedrooms,2  Bathrooms,(RM 636.06 psf),"<span class=""view-count"">55</span>",3.1565849999999998,101.673714,"Jalan Gallagher, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Cheras Vista, Bandar Mahkota Cheras","For Sale: RM 635,000",Freehold,Terrace,"1,712 SQ. FT",Unfurnished,4  Bedrooms,3  Bathrooms,(RM 0.0 psf),"<span class=""view-count"">105</span>",3.0676456375,101.7928898335,"Jalan Vista Utama, Bandar Mahkota Cheras, Cheras South, 43200 Selangor"
"38 Bidara, Bukit Ceylon","For Sale: RM 528,000",Freehold,Condominium,712 SQ. FT,Semi Furnished,2  Bedrooms,2  Bathrooms,(RM 741.57 psf),"<span class=""view-count"">227</span>",3.14872,101.71,"Jalan Bedara, 50200 Kuala Lumpur, Wilayah Persekutuan"
"OUG Parklane, Old Klang Road","For Sale: RM 355,000",Freehold,Condominium,950 SQ. FT,Semi Furnished,3  Bedrooms,2  Bathrooms,(RM 373.68 psf),"<span class=""view-count"">72</span>",3.0669385488,101.6592890024,"Taman OUG Parklane, Jalan Puchong, Off Old Klang Road, 58200 Kuala Lumpur, Wilayah Persekutuan"
"Solaris Parq, Dutamas","For Sale: RM 1,332,800",Freehold,Condominium,"1,022 SQ. FT",Semi Furnished,2  Bedrooms,2  Bathrooms,(RM 1304.11 psf),"<span class=""view-count"">282</span>",3.1727180519,101.6688966751,"Jalan Dutamas 1, 50480 Kuala Lumpur"
"Trinity Aquata, Sungai Besi","For Sale: RM 570,000",Freehold,Condominium,839 SQ. FT,Fully Furnished,3  Bedrooms,2  Bathrooms,(RM 679.38 psf),"<span class=""view-count"">304</span>",3.0792375407,101.7040336132,"Sungai Besi, 57100 Kuala Lumpur, Wilayah Persekutuan"
"KL Plaza Suites, Bukit Bintang","For Sale: RM 948,000",Freehold,Condominium,651 SQ. FT,Fully Furnished,2  Bedrooms,2  Bathrooms,(RM 1456.22 psf),"<span class=""view-count"">64</span>",3.1469869999999998,101.71304599999999,"Jalan Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan"
"Fortune Perdana Lakeside, Kepong","For Sale: RM 550,000",Freehold,Serviced Residence,"1,162 SQ. FT",Semi Furnished,3  Bedrooms,2  Bathrooms,(RM 473.32 psf),"<span class=""view-count"">30</span>",3.2179233497000004,101.6442418098,"Jalan Metro Perdana 1, 52100 Kepong, Kuala Lumpur, Wilayah Persekutuan"
"Pearl Suria, Old Klang Road","For Sale: RM 720,000",Freehold,Serviced Residence,"1,112 SQ. FT",Semi Furnished,3  Bedrooms,2  Bathrooms,(RM 647.48 psf),"<span class=""view-count"">22</span>",3.0853709135000003,101.67385607959999,"Jalan Sepadu 3, Taman United, Jln Klang Lama, 58200 Kuala Lumpur, Wilayah Persekutuan"
"Segar View, Cheras","For Sale: RM 580,000",Freehold,Terrace,"1,200 SQ. FT",Unfurnished,3  Bedrooms,3  Bathrooms,(RM 483.33 psf),"<span class=""view-count"">17</span>",3.0922400000000003,101.744,"Jalan 5/100a, Taman Mutiara Timur, 56100 Kuala Lumpur, Wilayah Persekutuan"
"Suasana Bukit Ceylon, Bukit Ceylon","For Sale: RM 698,000",Freehold,Condominium,743 SQ. FT,Fully Furnished,1  Bedrooms,1  Bathrooms,(RM 939.43 psf),"<span class=""view-count"">71</span>",3.1484970523,101.7034810781,"No. 1-17 Jalan Bukit Ceylon, Bukit Ceylon, 50200 Kuala Lumpur, Wilayah Persekutuan"
"Section 6 , Wangsa Maju","For Sale: RM 850,000",Freehold,Terrace,"2,400 SQ. FT",Semi Furnished,3  Bedrooms,3  Bathrooms,(RM 354.17 psf),"<span class=""view-count"">36</span>",3.1975276514999997,101.75367593770001,"Seksyen 6, Wangsa Maju, 54200 Kuala Lumpur, Wilayah Persekutuan"
"Venice Hill, Batu 9 Cheras","For Sale: RM 6,300,000",Freehold,Bungalow,"16,000 SQ. FT",Fully Furnished,0  Bedrooms,0  Bathrooms,(RM 393.75 psf),"<span class=""view-count"">40</span>",3.08047,101.77342800000001,"Persiaran Puteri 1, Taman Puteri, 43200 Cheras, Selangor ‎"
"The Treez, Bukit Jalil","For Sale: RM 1,080,000",Freehold,Condominium,"1,440 SQ. FT",Unfurnished,3  Bedrooms,2  Bathrooms,(RM 750.0 psf),"<span class=""view-count"">26</span>",3.0561286037,101.6717103124,"Jalan 13/155C, 57000 Bukit Jalil, Kuala Lumpur, Wilayah Persekutuan"
"Venice Hill, Batu 9 Cheras","For Sale: RM 2,350,000",Freehold,Semi Detached,"4,000 SQ. FT",Unfurnished,7  Bedrooms,6  Bathrooms,(RM 587.5 psf),"<span class=""view-count"">23</span>",3.08047,101.77342800000001,"Persiaran Puteri 1, Taman Puteri, 43200 Cheras, Selangor ‎"
"Q Suite @ Queensville, Bandar Sri Permaisuri","For Sale: RM 315,600",Freehold,So Ho/Studio,526 SQ. FT,Semi Furnished,0  Bedrooms,1  Bathrooms,(RM 600.0 psf),"<span class=""view-count"">35</span>",3.103535131,101.7139792442,"Jalan Sri Permaisuri, Bandar Sri Permaisuri, 56000 Kuala Lumpur, Wilayah Persekutuan"
"Q Suite @ Queensville, Bandar Sri Permaisuri","For Sale: RM 334,800",Freehold,So Ho/Studio,558 SQ. FT,Semi Furnished,0  Bedrooms,1  Bathrooms,(RM 600.0 psf),"<span class=""view-count"">27</span>",3.103535131,101.7139792442,"Jalan Sri Permaisuri, Bandar Sri Permaisuri, 56000 Kuala Lumpur, Wilayah Persekutuan"
"Kiara 1888, Mont Kiara","For Sale: RM 890,000",Freehold,Condominium,"1,636 SQ. FT",Unfurnished,4  Bedrooms,4  Bathrooms,(RM 544.01 psf),"<span class=""view-count"">55</span>",3.169804,101.650153,"Jalan Kiara 3, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Sri Intan 1, Jalan Ipoh","For Sale: RM 300,000",Freehold,Condominium,903 SQ. FT,Unfurnished,3  Bedrooms,2  Bathrooms,(RM 332.23 psf),"<span class=""view-count"">70</span>",3.196414,101.67491600000001,"No. 17 Lengkok Selingsing, Off Jalan Selinsing Batu 5, Off Jalan Ipoh, 51200 Kuala Lumpur, Wilayah Persekutuan"
"Maxim Citilights, Sentul","For Sale: RM 290,000",Freehold,Condominium,860 SQ. FT,Unfurnished,2  Bedrooms,2  Bathrooms,(RM 337.21 psf),"<span class=""view-count"">51</span>",3.2072863582999998,101.6906520724,"Jalan Sentul Pasar, Sentul Pasar, 51100 Kuala Lumpur, Wilayah Persekutuan"
"Seri Cendekia Apartment, Cheras","For Sale: RM 245,000",Freehold,Condominium,967 SQ. FT,Semi Furnished,3  Bedrooms,2  Bathrooms,(RM 253.36 psf),"<span class=""view-count"">53</span>",3.0836102135,101.73169851290001,"Jalan 4/124, Taman Connaught, 56000 Cheras, Kuala Lumpur, Wilayah Persekutuan"
"Megan Ambassy, Ampang Hilir","For Sale: RM 250,000",Freehold,Serviced Residence,344 SQ. FT,Fully Furnished,1  Bedrooms,1  Bathrooms,(RM 726.74 psf),"<span class=""view-count"">24</span>",3.1588775499,101.72651320700001,"No. 225 Jalan Ampang, Taman U Thant, 55000 Kuala Lumpur, Wilayah Persekutuan"
"Regalia @ Jalan Sultan Ismail, Kuala Lumpur","For Sale: RM 560,000",Freehold,Condominium,926 SQ. FT,Semi Furnished,2  Bedrooms,2  Bathrooms,(RM 604.75 psf),"<span class=""view-count"">73</span>",3.16432,101.692489,"Jalan Sultan Ismail, 50350 Kuala Lumpur, Wilayah Persekutuan"
"GCB Court, Ampang Hilir","For Sale: RM 570,000",Freehold,Condominium,"1,600 SQ. FT",Semi Furnished,4  Bedrooms,4  Bathrooms,(RM 356.25 psf),"<span class=""view-count"">64</span>",3.160827,101.74888,"No. 332 Jalan Ampang, Kampung Berembang, 55000 Kuala Lumpur, Wilayah Persekutuan"
"Taman Keramat Permai, Kuala Lumpur","For Sale: RM 800,000",Leasehold,Terrace,"3,000 SQ. FT",Semi Furnished,5 + 1 Bedrooms,3  Bathrooms,(RM 266.67 psf),"<span class=""view-count"">15</span>",3.1756392000000004,101.7445638,
"Fern Lodge, Old Klang Road","For Sale: RM 688,000",Freehold,Condominium,"1,690 SQ. FT",Fully Furnished,3 + 1 Bedrooms,2  Bathrooms,(RM 407.1 psf),"<span class=""view-count"">57</span>",3.0752843087,101.66486263280001,
"Impiana Sentul Bahagia, Sentul","For Sale: RM 972,000",Freehold,Terrace,"3,300 SQ. FT",Semi Furnished,5  Bedrooms,4  Bathrooms,(RM 294.55 psf),"<span class=""view-count"">17</span>",3.1937569737000002,101.68797254559999,"Lorong Sentul Bahagia, 51100 Sentul, Kuala Lumpur"
"Sastra U-Thant, Ampang Hilir","For Sale: RM 1,880,000",Freehold,Condominium,"2,034 SQ. FT",Fully Furnished,3 + 1 Bedrooms,3  Bathrooms,(RM 924.29 psf),"<span class=""view-count"">730</span>",3.1577795145999996,101.72595798969999,"Lorong Ampang 2, Off Jalan Ampang, Taman U-Thant, 55000, Kuala Lumpur"
"The Goodwood Residence, Bangsar South","For Sale: RM 857,620",Leasehold,Serviced Residence,"1,184 SQ. FT",Semi Furnished,4  Bedrooms,3  Bathrooms,(RM 724.34 psf),"<span class=""view-count"">35</span>",3.1085515,101.66444770000001,"Bangsar South, 59200 Kuala Lumpur"
"Taman Perindustrian KIP, Kepong","For Sale: RM 10,000,000",Freehold,Factory,"22,595 SQ. FT",Semi Furnished,N / A,N / A,(RM 442.58 psf),"<span class=""view-count"">33</span>",3.2056902644,101.6063690186,"Taman Perindustrian KIP, 52200 Kuala Lumpur, Wilayah Persekutuan"
"Rosvilla, Segambut","For Sale: RM 530,000",Freehold,Condominium,"1,205 SQ. FT",Semi Furnished,3  Bedrooms,2  Bathrooms,(RM 439.83 psf),"<span class=""view-count"">48</span>",3.1792204529,101.64681136610001,"Jalan Prima Pelangi, Bukit Prima Pelangi, 51200 Kuala Lumpur, Wilayah Persekutuan"
