Name,Price,LeaseType,PropertyType,Size,Furnished,Bedrooms,Bathrooms,Medianpsf,Views,Latitude,Longitude,Address
"Palm Court, Brickfields",460000.0,1,2,952.0,Fully Furnished,3,2,483.19,57,3.1294819408,101.6874656081,"Jalan Berhala, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan"
"Villa Puteri, Putra",590000.0,1,2,1099.0,Fully Furnished,3,2,536.85,62,3.165455,101.692833,"Lot 36, Jalan Tun Ismail, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Ceriaan Kiara, Mont Kiara",930000.0,1,2,1828.0,Semi Furnished,3,3,508.75,43,3.169258,101.6501,"No. 15 Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Cengal Condominium, Bandar Sri Permaisuri",365000.0,1,2,922.0,Semi Furnished,3,2,395.88,43,3.0992070296,101.71059429649999,"Jalan Sri Permaisuri 3, Bandar Sri Permaisuri, 56000 Kuala Lumpur"
"Taman Melawati, Kuala Lumpur",1860000.0,1,7,3692.0,Unfurnished,6,5,503.79,27,3.216745,101.748247,"Taman Melawati, 53100 Kuala Lumpur, Wilayah Persekutuan"
"Taman Melawati, Kuala Lumpur",2200000.0,1,7,4854.0,Unfurnished,6,6,453.23,27,3.216745,101.748247,"Taman Melawati, 53100 Kuala Lumpur, Wilayah Persekutuan"
"Kiaramas Cendana, Mont Kiara",2050000.0,1,2,3688.0,Semi Furnished,5,4,555.86,77,3.16668,101.642,"No. 10 Jalan Desa Kiara, Bukit Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"28 Mont Kiara, Mont Kiara",2200000.0,1,2,2535.0,Fully Furnished,4,4,867.85,313,3.173275,101.652288,"Jalan Duta Kiara, Kampung Segambut Dalam, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Vista Tasik, Bandar Sri Permaisuri",550000.0,1,2,1072.0,Unfurnished,3,2,513.06,381,3.1075953883,101.7159694433,"No.12, Jalan Sri Permaisuri, Bandar Sri Permaisuri, 56000 Kuala Lumpur, Wilayah Persekutuan"
"28 Mont Kiara, Mont Kiara",2300000.0,1,2,2535.0,Semi Furnished,4,4,907.3,343,3.173275,101.652288,"Jalan Duta Kiara, Kampung Segambut Dalam, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Mutiara Upper East, Desa Pandan",1100000.0,1,2,1700.0,Semi Furnished,4,3,647.06,336,3.15213,101.738,"Jalan 1/76e Desa Pandan, 55100 Kuala Lumpur, Wilayah Persekutuan"
"Vortex Suites & Residences, KLCC",960000.0,1,1,743.0,Fully Furnished,2,2,1292.06,1021,3.1549246172000003,101.7072415352,"Jalan Sultan Ismail, 50250 Kuala Lumpur, Wilayah Persekutuan"
"Bukit OUG Condominium, Bukit Jalil",270000.0,1,2,791.0,Semi Furnished,1,1,341.34,832,3.0622781795,101.6678935289,"Jalan 3A/155, Bukit OUG, 58200 Kuala Lumpur, Wilayah Persekutuan"
"Sri Damansara Court, Bandar Sri Damansara",330000.0,1,2,725.0,Semi Furnished,2,2,455.17,50,3.191882,101.616164,"Persiaran Kenangan, Bandar Sri Damansara, 53000 Kuala Lumpur, Wilayah Persekutuan"
"Kiaramas Ayuria, Mont Kiara",1150000.0,1,2,1605.0,Fully Furnished,4,5,716.51,68,3.16765,101.642,"Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Kiaramas Ayuria, Mont Kiara",1420000.0,1,2,1722.0,Fully Furnished,4,4,824.62,58,3.16765,101.642,"Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Kiaramas Ayuria, Mont Kiara",1150000.0,1,2,1605.0,Fully Furnished,4,4,716.51,54,3.16765,101.642,"Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Kiaramas Ayuria, Mont Kiara",1220000.0,1,2,1605.0,Fully Furnished,4,4,760.12,59,3.16765,101.642,"Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"28 Mont Kiara, Mont Kiara",2050000.0,1,2,3000.0,Semi Furnished,4,5,683.33,51,3.173275,101.652288,"Jalan Duta Kiara, Kampung Segambut Dalam, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Residensi 22, Mont Kiara",1650000.0,1,2,1878.0,Semi Furnished,4,4,878.59,55,3.1681063572,101.6498798132,"Jalan Kiara 3, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"28 Mont Kiara, Mont Kiara",2100000.0,1,2,2700.0,Semi Furnished,4,4,777.78,49,3.173275,101.652288,"Jalan Duta Kiara, Kampung Segambut Dalam, 50480 Kuala Lumpur, Wilayah Persekutuan"
"10 Mont Kiara, Mont Kiara",3200000.0,1,2,3668.0,Semi Furnished,5,5,872.41,44,3.169997,101.655915,"Jalan Kiara 1, Mont Kiara, Kuala Lumpur"
"i-Zen Kiara I, Mont Kiara",710000.0,1,2,913.0,Semi Furnished,2,2,777.66,35,3.165969,101.654617,"No. 1, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Kiaramas Ayuria, Mont Kiara",1000000.0,1,2,1605.0,Semi Furnished,4,4,623.05,50,3.16765,101.642,"Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"i-Zen Kiara I, Mont Kiara",780000.0,1,2,913.0,Fully Furnished,2,2,854.33,39,3.165969,101.654617,"No. 1, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"i-Zen Kiara I, Mont Kiara",740000.0,1,2,913.0,Fully Furnished,2,2,810.51,31,3.165969,101.654617,"No. 1, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Mont Kiara Astana, Mont Kiara",1110000.0,1,2,1690.0,Fully Furnished,4,2,656.8,31,3.171411,101.654574,"Mont Kiara Sophia, Jalan Kiara 1, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Anggun Residences, Dang Wangi",1740000.0,1,2,1259.0,Unfurnished,3,2,1382.05,44,3.157318875,101.69897228479999,"Jalan Doraisamy, Off Jalan Sultan Ismail, 50300 Kuala Lumpur, Wilayah Persekutuan"
"i-Zen Kiara I, Mont Kiara",900000.0,1,2,1297.0,Fully Furnished,3,2,693.91,37,3.165969,101.654617,"No. 1, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Kiaramas Ayuria, Mont Kiara",1450000.0,1,2,2002.0,Semi Furnished,4,4,724.28,42,3.16765,101.642,"Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Kiaramas Ayuria, Mont Kiara",1120000.0,1,2,1605.0,Semi Furnished,4,5,697.82,41,3.16765,101.642,"Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"One Jelatek, Setiawangsa",1800000.0,1,2,3000.0,Semi Furnished,4,4,600.0,51,3.170897,101.734343,"Jalan Jelatak, 54100 Kuala Lumpur"
"G Residence, Desa Pandan",1100000.0,2,2,1400.0,Semi Furnished,2,2,785.71,57,3.1495040401,101.7366760969,"Jalan 1/76, Off Jalan Desa Pandan, 55100 Kuala Lumpur, Wilayah Persekutuan"
"Seri Maya, Setiawangsa",800000.0,1,2,1325.0,Semi Furnished,3,2,603.77,54,3.17516,101.734,"Jalan Jelatek, Off Jalan Ampang 54200, Kuala Lumpur"
"Mutiara Upper East, Desa Pandan",1900000.0,2,2,3100.0,Semi Furnished,5,5,612.9,40,3.15213,101.738,"Jalan 1/76e Desa Pandan, 55100 Kuala Lumpur, Wilayah Persekutuan"
"G Residence, Desa Pandan",1100000.0,1,2,1400.0,Semi Furnished,2,2,785.71,48,3.1495040401,101.7366760969,"Jalan 1/76, Off Jalan Desa Pandan, 55100 Kuala Lumpur, Wilayah Persekutuan"
"VERVE Suites, Old Klang Road",700000.0,1,1,728.0,Fully Furnished,2,2,961.54,22,3.0921791836000003,101.6741350293,"Jalan Klang Lama, 58000 Kuala Lumpur, Wilayah Persekutuan"
"Villa Flora, TTDI",900000.0,1,2,1475.0,Semi Furnished,3,2,610.17,62,3.1557816229,101.62365853790001,"Lorong Rahim Kajai 14, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Kuala Lumpur"
"216 Residences, Kuchai Lama",468350.0,1,2,658.0,Semi Furnished,2,2,711.78,40,3.0917185153,101.6832518578,"Jalan Kuchai Jaya, Taman Kuchai Jaya, 58200 Kuala Lumpur"
"1 Sentral, KL Sentral",90000000.0,1,9,89000.0,Fully Furnished,180,180,1011.24,26,3.1312816957,101.6832464933,"Jalan Stesen Sentral 5, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan"
"Taman Bukit Segar, Cheras",1780000.0,2,9,5596.0,Semi Furnished,10,10,318.08,21,3.091751,101.748698,"Taman Bukit Segar, 56100 Kuala Lumpur, Wilayah Persekutuan"
"Precinct 8, Putrajaya",930000.0,1,3,2200.0,Fully Furnished,4,4,422.73,42,2.9339226755000003,101.68200731280001,"Precinct 8, 62250 Putrajaya, Wilayah Persekutuan"
"M City, Ampang Hilir",299000.0,1,13,450.0,Fully Furnished,1,1,664.44,17,3.1590007441,101.7478314042,"Jalan Ampang, Kampung Berembang, 55000 Kuala Lumpur, Wilayah Persekutuan"
"Suria Magna, Kepong",198000.0,2,5,635.0,Unfurnished,2,2,311.81,42,3.211367634,101.64080321790001,"Jalan Prima 3, Taman Kepong, 52100 Kuala Lumpur, Wilayah Persekutuan"
"Titiwangsa Sentral, Titiwangsa",7000000.0,1,9,1900.0,Unfurnished,3,3,0.0,37,3.1710308489,101.6965636611,"Titiwangsa Sentral, 50400 Kuala Lumpur, Wilayah Persekutuan"
"The Treez, Bukit Jalil",1100000.0,1,2,1409.0,Fully Furnished,4,2,780.7,26,3.0561286037,101.6717103124,"Jalan 13/155C, 57000 Bukit Jalil, Kuala Lumpur, Wilayah Persekutuan"
"The Treez, Bukit Jalil",1100000.0,1,2,1409.0,Fully Furnished,4,2,780.7,40,3.0561286037,101.6717103124,"Jalan 13/155C, 57000 Bukit Jalil, Kuala Lumpur, Wilayah Persekutuan"
"Park View, KLCC",500000.0,1,2,450.0,Fully Furnished,1,1,1111.11,46,3.155846,101.70839,"Jalan Law Yew Swee, Off Jalan Changkat Perak, 50250 Kuala Lumpur, Wilayah Persekutuan"
"Le Yuan Residence, Kuchai Lama",735000.0,2,2,1392.0,Unfurnished,3,2,528.02,49,3.0793768141,101.6892385483,"Jalan 6/127a, Off Jalan Senang Ria, Happy Garden, 58200 Kuala Lumpur, Wilayah Persekutuan"
"Kuchai Entrepreneurs Park, Kuchai Lama",8200000.0,2,9,10000.0,Semi Furnished,3,3,820.0,18,3.0897794207,101.68807983399999,"Kuchai Entrepreneurs Park, 57100 Kuala Lumpur, Wilayah Persekutuan"
"202 Desa Cahaya, Ampang Hilir",999000.0,1,2,1800.0,Fully Furnished,4,4,555.0,44,3.160709,101.724515,"No. 202 Jalan Ampang, Kampung Datok Keramat, 55000 Kuala Lumpur, Wilayah Persekutuan"
"Bandar Baru Sri Petaling, Sri Petaling",798000.0,2,3,2200.0,Unfurnished,4,3,362.73,42,3.0698097547000005,101.69314384459999,"Sri Petaling, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur."
"Taman OUG, Old Klang Road",3600000.0,1,10,10623.0,Unfurnished,4,5,338.89,76,3.073409,101.676879,"Taman Overseas Union, 58200 Kuala Lumpur, Wilayah Persekutuan"
"Fadason Park, Jinjang",1200000.0,2,3,3000.0,Semi Furnished,5,4,400.0,51,3.2132529421,101.6529107094,"Fadason Park, 52000 Kuala Lumpur, Wilayah Persekutuan"
"Medan Idaman, Setapak",870000.0,1,3,1400.0,Semi Furnished,4,3,621.43,42,3.2085853402999995,101.71192526799999,"Setapak, 53300 Kuala Lumpur, Wilayah Persekutuan"
"Mont Kiara Bayu, Mont Kiara",660000.0,1,2,1000.0,Fully Furnished,2,2,660.0,56,3.172847,101.65364,"Jalan Kiara 2, Taman Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Villa Mas 1, Jalan Ipoh",700000.0,2,16,1840.0,Unfurnished,3,3,380.43,38,3.2234399733,101.66917026040001,"Villa Mas 1, 68100 Kuala Lumpur, Wilayah Persekutuan"
"Ketumbar Hill, Cheras",425000.0,1,2,985.0,Semi Furnished,3,2,431.47,60,3.103514,101.748451,"Jalan Ketumbar, Taman Cheras, 56100 Kuala Lumpur, Wilayah Persekutuan"
"Idaman Residence, KLCC",1500000.0,1,2,1690.0,Fully Furnished,3,4,887.57,70,3.1566810000000003,101.708658,"No. 8 Jalan Law Yew Swee, 50250 Kuala Lumpur, Wilayah Persekutuan"
"Idaman Residence, KLCC",1500000.0,1,2,1743.0,Fully Furnished,3,4,860.59,58,3.1566810000000003,101.708658,"No. 8 Jalan Law Yew Swee, 50250 Kuala Lumpur, Wilayah Persekutuan"
"Platinum Lake PV16, Setapak",490000.0,1,2,1313.0,Semi Furnished,4,2,373.19,68,3.2013036715,101.7167043686,"No. 2 Jalan Danau Saujana, Setapak, 53300 Kuala Lumpur, Wilayah Persekutuan"
"Amaya Maluri, Cheras",580000.0,1,2,920.0,Fully Furnished,2,2,630.43,59,3.1274143613,101.7291900516,"Jalan Jejaka 2, Taman Maluri, 55100 Kuala Lumpur, Wilayah Persekutuan"
"Taman Koperasi Polis Fasa 2, Sentul",570000.0,1,3,1091.0,Unfurnished,3,2,522.46,51,3.2216987,101.6911742,"Taman Koperasi Polis Fasa 2, Sentul"
"The Westside One, Desa ParkCity",800000.0,1,2,969.0,Semi Furnished,2,1,825.59,79,3.1856371149,101.6232401133,"No. 1 Jalan Residen Utama, Desa Parkcity, 52200 Kepong, Kuala Lumpur"
"Damai Kasih, Alam Damai",1550000.0,1,7,4500.0,Semi Furnished,7,6,344.44,46,3.0684598602999995,101.73795819280001,"Alam Damai, 56000 Cheras, Kuala Lumpur, Wilayah Persekutuan"
"BAM Villa, Cheras",310000.0,1,2,1112.0,Unfurnished,3,2,278.78,59,3.1371094524000003,101.732006371,"Jalan Pria, Taman Maluri, 55100 Kuala Lumpur, Wilayah Persekutuan"
"i-Zen Kiara II, Mont Kiara",1250000.0,1,2,1646.0,Fully Furnished,4,3,759.42,64,3.165691,101.653694,"Mont Kiara, 47810 Kuala Lumpur, Wilayah Persekutuan"
"TWY Mont Kiara, Mont Kiara",657000.0,1,2,850.0,Semi Furnished,2,2,772.94,108,3.1759960384,101.6602706909,"Jalan Solaris, Solaris Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"The Westside Two, Desa ParkCity",1180000.0,1,2,1400.0,Semi Furnished,3,2,842.86,526,3.1843516433,101.6231703758,"Persiaran Residen, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan"
"Scenaria, Segambut",650000.0,1,2,1019.0,Semi Furnished,3,2,637.88,330,3.1821127763,101.6510760784,"Jalan 6/38A, Bukit Segambut, 51200 Kuala Lumpur, Wilayah Persekutuan"
"Villa Crystal, Segambut",630000.0,1,2,1155.0,Semi Furnished,3,3,545.45,318,3.1839445769,101.65085077290001,"Jalan 6/38A, Off Taman Sri Sinar, 51200 Kuala Lumpur, Wilayah Persekutuan"
"The Westside One, Desa ParkCity",1200000.0,1,2,1378.0,Fully Furnished,3,3,870.83,606,3.1856371149,101.6232401133,"No. 1 Jalan Residen Utama, Desa Parkcity, 52200 Kepong, Kuala Lumpur"
"Taman OUG, Old Klang Road",3880000.0,1,10,6000.0,Fully Furnished,7,8,646.67,323,3.073409,101.676879,"Taman Overseas Union, 58200 Kuala Lumpur, Wilayah Persekutuan"
"28 Mont Kiara, Mont Kiara",2050000.0,1,2,2535.0,Fully Furnished,3,4,808.68,332,3.173275,101.652288,"Jalan Duta Kiara, Kampung Segambut Dalam, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Taman Tasik Titiwangsa, Titiwangsa",7600000.0,1,10,9700.0,Semi Furnished,7,8,783.51,59,3.1764888068,101.708625555,"Taman Tasik Titiwangsa, 53200 Kuala Lumpur, Wilayah Persekutuan"
"Plaza Metro Prima, Kepong",385000.0,1,5,1010.0,Semi Furnished,3,2,381.19,46,3.212525,101.638287,"Jalan Metro 1, Metro Prima, 52100 Kepong, Kuala Lumpur, Wilayah Persekutuan"
"The Nest Residences, Old Klang Road",465000.0,1,2,903.0,Unfurnished,3,2,514.95,65,3.0745879384,101.6607427597,"Jalan Puchong, Off Old Klang Road, 58100 Kuala Lumpur, Wilayah Persekutuan"
"Desa Green Serviced Apartment, Taman Desa",402000.0,1,1,578.0,Semi Furnished,1,1,695.5,38,3.1055920443,101.69503211979999,"Jalan Desa Bakti, Taman Desa, 58100 Kuala Lumpur, Wilayah Persekutuan."
"The Leafz, Sungai Besi",540000.0,1,2,1025.0,Semi Furnished,2,2,526.83,74,3.0857833748,101.6944406927,"Jalan Sungai Besi, 57100 Kuala Lumpur, Wilayah Persekutuan"
"Endah Promenade, Sri Petaling",375000.0,1,2,740.0,Semi Furnished,2,1,506.76,52,3.063274536,101.6969364882,"Jalan 3/149E, Taman Sri Endah, 57000 Sri Petaling, Kuala Lumpur, Wilayah Persekutuan"
"Endah Regal, Sri Petaling",320000.0,1,2,1141.0,Fully Furnished,3,2,280.46,40,3.063392,101.698219,"Jalan 1/149E, Taman Sri Endah, 57000 Kuala Lumpur, Wilayah Persekutuan"
"Flora Impian, Segambut",1500000.0,1,3,2800.0,Semi Furnished,6,4,535.71,38,3.1829697594,101.64703667159999,"Jalan Flora Impian, Taman Seri Bukit Segambut, 51200 Kuala Lumpur, Wilayah Persekutuan"
"Precinct 8, Putrajaya",2600000.0,1,9,3.0,Unfurnished,3,3,679.56,24,2.9339226755000003,101.68200731280001,"Precinct 8, 62250 Putrajaya, Wilayah Persekutuan"
"Idaman Putera, Setapak",650000.0,1,3,1669.0,Unfurnished,4,3,0.0,49,3.2114051259,101.7127427459,"Jalan Meranti, Taman Setapak, 53000 Kuala Lumpur, Wilayah Persekutuan"
"Taman Bukit Indah, Old Klang Road",475000.0,1,3,1650.0,Unfurnished,4,3,287.88,50,3.079280394,101.6790676117,"Taman Bukit Indah, Taman OUG, 58200 Kuala Lumpur, Wilayah Persekutuan"
"Taman Bukit Indah, Old Klang Road",890000.0,1,3,1900.0,Semi Furnished,4,3,468.42,44,3.079280394,101.6790676117,"Taman Bukit Indah, Taman OUG, 58200 Kuala Lumpur, Wilayah Persekutuan"
"Impiana Apartment, Kepong",510000.0,1,5,1206.0,Semi Furnished,3,2,422.89,59,3.211475,101.610006,"Jalan Wangsa 3/8, Taman Wangsa Permai, 52100 Kepong, Kuala Lumpur, Wilayah Persekutuan"
"Taman Bukit Indah, Old Klang Road",671000.0,1,3,1993.0,Unfurnished,4,3,336.68,41,3.079280394,101.6790676117,"Taman Bukit Indah, Taman OUG, 58200 Kuala Lumpur, Wilayah Persekutuan"
"Taman Bukit Indah, Old Klang Road",850000.0,1,3,1600.0,Fully Furnished,3,3,531.25,43,3.079280394,101.6790676117,"Taman Bukit Indah, Taman OUG, 58200 Kuala Lumpur, Wilayah Persekutuan"
"Taman Bukit Indah, Old Klang Road",480000.0,1,3,1600.0,Semi Furnished,3,2,300.0,42,3.079280394,101.6790676117,"Taman Bukit Indah, Taman OUG, 58200 Kuala Lumpur, Wilayah Persekutuan"
"Mutiara Central, Kuala Lumpur",483000.0,1,3,1400.0,Unfurnished,4,2,345.0,39,3.0980972,101.7388396,"Mutiara Central, Kuala Lumpur"
"Taman Bukit Indah, Old Klang Road",580000.0,1,3,1650.0,Fully Furnished,4,3,351.52,41,3.079280394,101.6790676117,"Taman Bukit Indah, Taman OUG, 58200 Kuala Lumpur, Wilayah Persekutuan"
"Low Yat Plaza, Bukit Bintang",478000.0,1,3,1652.0,Semi Furnished,4,3,289.35,36,3.1443512519,101.70986741780001,"Jalan 1/77, Jalan Bukit Bintang, 50000, Kuala Lumpur"
"Arena Green, Bukit Jalil",880000.0,1,7,2340.0,Unfurnished,5,5,376.07,27,3.0523681315,101.687720418,"Jalan 1/115a, Bukit Jalil, 57000 Kuala Lumpur, Wilayah Persekutuan"
"The Corner @ Alam Damai, Alam Damai",760000.0,1,3,1550.0,Semi Furnished,3,3,490.32,44,3.0744593778,101.737421751,"The Corner @ Alam Damai, Alam Damai"
"EcoSky, Kuala Lumpur",880000.0,1,7,2340.0,Unfurnished,5,5,376.07,19,3.2191391518,101.6709566116,"Batu 6 1/2, Taman Wahyu, 68100 Kuala Lumpur, Wilayah Persekutuan"
"EcoSky, Kuala Lumpur",870000.0,1,7,2340.0,Unfurnished,5,5,371.79,23,3.2191391518,101.6709566116,"Batu 6 1/2, Taman Wahyu, 68100 Kuala Lumpur, Wilayah Persekutuan"
"The Corner @ Alam Damai, Alam Damai",1300000.0,1,7,2340.0,Unfurnished,5,5,555.56,35,3.0744593778,101.737421751,"The Corner @ Alam Damai, Alam Damai"
"EcoSky, Kuala Lumpur",880000.0,1,7,2340.0,Unfurnished,5,5,376.07,29,3.2191391518,101.6709566116,"Batu 6 1/2, Taman Wahyu, 68100 Kuala Lumpur, Wilayah Persekutuan"
"Adora, Desa ParkCity",2450000.0,1,3,2500.0,Semi Furnished,4,5,980.0,710,3.18686,101.624,"No. 2A Persiaran Residen, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan"
"Northpoint, Mid Valley City",880000.0,1,7,2340.0,Unfurnished,5,5,376.07,17,3.12021,101.678,"Mid Valley City, 58000 Kuala Lumpur, Wilayah Persekutuan"
"EcoSky, Kuala Lumpur",1099800.0,1,7,2720.0,Unfurnished,5,5,404.34,14,3.2191391518,101.6709566116,"Batu 6 1/2, Taman Wahyu, 68100 Kuala Lumpur, Wilayah Persekutuan"
"Low Yat Plaza, Bukit Bintang",1200000.0,1,7,2505.0,Semi Furnished,5,4,479.04,25,3.1443512519,101.70986741780001,"Jalan 1/77, Jalan Bukit Bintang, 50000, Kuala Lumpur"
"100 Residency, Setapak",898000.0,1,7,2340.0,Unfurnished,5,5,383.76,23,3.1961006679,101.70721620319999,"Jalan Semarak Api 4, Diamond Square, 53000 Kuala Lumpur, Wilayah Persekutuan"
"Nusa Rhu, Bangsar",790000.0,1,3,2100.0,Semi Furnished,4,3,376.19,67,3.1341848652999995,101.66321575639999,"Jalan Ara, Bangsar Baru, 59100 Kuala Lumpur, Wilayah Persekutuan"
"Northpoint, Mid Valley City",1189000.0,1,7,3120.0,Unfurnished,5,6,381.09,35,3.12021,101.678,"Mid Valley City, 58000 Kuala Lumpur, Wilayah Persekutuan"
"Sutera Bukit Tunku, Kenny Hills",928000.0,1,7,2868.0,Semi Furnished,5,4,323.57,36,3.166097773,101.6878974438,"Jalan Tun Ismail, Bukit Tunku, 50480 Kuala Lumpur, Wilayah Persekutuan"
"The Corner @ Alam Damai, Alam Damai",1450000.0,1,7,3120.0,Unfurnished,5,6,464.74,33,3.0744593778,101.737421751,"The Corner @ Alam Damai, Alam Damai"
"Bayu Sentul, Sentul",610000.0,1,2,1630.0,Unfurnished,3,2,374.23,39,3.1973455452,101.6938787699,"Taman Dato' Senu, Bandar Baru Sentul, 51000 Kuala Lumpur, Wilayah Persekutuan"
"Casa Residency, Pudu",1000000.0,1,2,1080.0,Fully Furnished,3,3,925.93,41,3.1418123427,101.7044681311,"No. 67, Jalan Galloway, Bukit Bintang, 50150 Kuala Lumpur, Wilayah Persekutuan"
"The Saffron, Sentul",530000.0,1,2,1000.0,Semi Furnished,3,2,530.0,91,3.18102,101.69,"Sentul Link, Sentul East, 51100 Kuala Lumpur, Wilayah Persekutuan"
"The Saffron, Sentul",1730000.0,1,2,2400.0,Fully Furnished,3,2,720.83,82,3.18102,101.69,"Sentul Link, Sentul East, 51100 Kuala Lumpur, Wilayah Persekutuan"
"Bayu Sentul, Sentul",460000.0,1,2,1230.0,Unfurnished,3,2,373.98,53,3.1973455452,101.6938787699,"Taman Dato' Senu, Bandar Baru Sentul, 51000 Kuala Lumpur, Wilayah Persekutuan"
"Casa Residency, Pudu",830000.0,1,2,1063.0,Fully Furnished,3,3,780.81,47,3.1418123427,101.7044681311,"No. 67, Jalan Galloway, Bukit Bintang, 50150 Kuala Lumpur, Wilayah Persekutuan"
"Kristal Court, Seputeh",630000.0,1,2,990.0,Semi Furnished,3,2,636.36,52,3.123793,101.686846,"Jalan Permai, Seputeh, 50460 Kuala Lumpur"
"Desa Green Serviced Apartment, Taman Desa",630000.0,1,2,941.0,Semi Furnished,3,2,669.5,34,3.1055920443,101.69503211979999,"Jalan Desa Bakti, Taman Desa, 58100 Kuala Lumpur, Wilayah Persekutuan."
"The Leafz, Sungai Besi",590000.0,1,2,1025.0,Semi Furnished,2,2,575.61,45,3.0857833748,101.6944406927,"Jalan Sungai Besi, 57100 Kuala Lumpur, Wilayah Persekutuan"
"The Leafz, Sungai Besi",630000.0,1,2,1036.0,Fully Furnished,2,2,608.11,44,3.0857833748,101.6944406927,"Jalan Sungai Besi, 57100 Kuala Lumpur, Wilayah Persekutuan"
"Desa Green Serviced Apartment, Taman Desa",600000.0,1,2,945.0,Fully Furnished,3,2,634.92,38,3.1055920443,101.69503211979999,"Jalan Desa Bakti, Taman Desa, 58100 Kuala Lumpur, Wilayah Persekutuan."
"The Vyne, Sungai Besi",420000.0,1,2,855.0,Semi Furnished,2,2,491.23,37,3.0914320857,101.6979348658,"Jalan Kampung Pakar, Sungai Besi, 57100 Kuala Lumpur, Wilayah Persekutuan"
"The Vyne, Sungai Besi",430000.0,1,2,855.0,Unfurnished,2,2,502.92,39,3.0914320857,101.6979348658,"Jalan Kampung Pakar, Sungai Besi, 57100 Kuala Lumpur, Wilayah Persekutuan"
"The Vyne, Sungai Besi",600000.0,1,2,1106.0,Semi Furnished,3,2,542.5,13,3.0914320857,101.6979348658,"Jalan Kampung Pakar, Sungai Besi, 57100 Kuala Lumpur, Wilayah Persekutuan"
"The Leafz, Sungai Besi",690000.0,1,2,1259.0,Semi Furnished,2,2,548.05,38,3.0857833748,101.6944406927,"Jalan Sungai Besi, 57100 Kuala Lumpur, Wilayah Persekutuan"
"The Vyne, Sungai Besi",750000.0,1,2,1449.0,Fully Furnished,3,3,517.6,34,3.0914320857,101.6979348658,"Jalan Kampung Pakar, Sungai Besi, 57100 Kuala Lumpur, Wilayah Persekutuan"
"The Petalz, Old Klang Road",830000.0,1,2,1256.0,Fully Furnished,4,3,660.83,57,3.083865696,101.66012048719999,"Old Klang Road, 46000 Petaling Jaya, Selangor"
"The Leafz, Sungai Besi",690000.0,1,2,1143.0,Fully Furnished,2,2,603.67,38,3.0857833748,101.6944406927,"Jalan Sungai Besi, 57100 Kuala Lumpur, Wilayah Persekutuan"
"The Vyne, Sungai Besi",600000.0,1,2,1260.0,Semi Furnished,3,2,476.19,39,3.0914320857,101.6979348658,"Jalan Kampung Pakar, Sungai Besi, 57100 Kuala Lumpur, Wilayah Persekutuan"
"The Leafz, Sungai Besi",460000.0,1,2,750.0,Fully Furnished,1,1,613.33,45,3.0857833748,101.6944406927,"Jalan Sungai Besi, 57100 Kuala Lumpur, Wilayah Persekutuan"
"The Petalz, Old Klang Road",600000.0,1,2,935.0,Semi Furnished,3,2,641.71,61,3.083865696,101.66012048719999,"Old Klang Road, 46000 Petaling Jaya, Selangor"
"OUG Parklane, Old Klang Road",310000.0,1,2,950.0,Semi Furnished,3,2,326.32,53,3.0669385488,101.6592890024,"Taman OUG Parklane, Jalan Puchong, Off Old Klang Road, 58200 Kuala Lumpur, Wilayah Persekutuan"
"OUG Parklane, Old Klang Road",320000.0,1,2,950.0,Unfurnished,3,2,336.84,49,3.0669385488,101.6592890024,"Taman OUG Parklane, Jalan Puchong, Off Old Klang Road, 58200 Kuala Lumpur, Wilayah Persekutuan"
